,loss,categorical_crossentropy,val_loss,val_categorical_crossentropy
0,0.1205577701330185,4.547595024108887,0.1286129206418991,3.232261896133423
1,0.10253708809614182,3.431288003921509,0.16825130581855774,4.956265926361084
2,0.09563715755939484,3.128572702407837,0.17525020241737366,5.560576438903809
3,0.09238700568675995,2.9912917613983154,0.15425634384155273,4.016066074371338
4,0.09017526358366013,2.8699214458465576,0.08939651399850845,2.220132827758789
5,0.08817344903945923,2.7598462104797363,0.08003059774637222,2.216456174850464
6,0.08643534779548645,2.658827066421509,0.07944594323635101,2.3742282390594482
7,0.08495597541332245,2.569251775741577,0.07875222712755203,2.3465609550476074
8,0.0836699903011322,2.490884304046631,0.07803624123334885,2.3522911071777344
9,0.08234284818172455,2.413311004638672,0.07720758765935898,2.269803524017334
10,0.08114776760339737,2.34192156791687,0.07639606297016144,2.2228729724884033
11,0.08024339377880096,2.2805230617523193,0.0749894306063652,2.134540557861328
12,0.0792502835392952,2.219500780105591,0.07416518032550812,2.0857977867126465
13,0.07827714085578918,2.1575851440429688,0.07332516461610794,2.035233974456787
14,0.07731577008962631,2.0981812477111816,0.07270170748233795,1.992006778717041
15,0.07680054754018784,2.0560152530670166,0.07193873077630997,1.9441256523132324
16,0.07616815716028214,2.009859323501587,0.07120143622159958,1.8860149383544922
17,0.07542455196380615,1.9653611183166504,0.07102135568857193,1.871333360671997
18,0.074931800365448,1.9252523183822632,0.07049822062253952,1.8240858316421509
19,0.07418279349803925,1.8829333782196045,0.06939712166786194,1.761197566986084
20,0.07371697574853897,1.8492944240570068,0.0688784196972847,1.7478376626968384
21,0.07329190522432327,1.8189326524734497,0.06842796504497528,1.705259919166565
22,0.07274826616048813,1.7839291095733643,0.06805715709924698,1.678085207939148
23,0.07226800918579102,1.752392292022705,0.06881368160247803,1.6727311611175537
24,0.0718546211719513,1.7243891954421997,0.06705912947654724,1.6135485172271729
25,0.07162509858608246,1.7081400156021118,0.06666530668735504,1.6005603075027466
26,0.07131538540124893,1.686903953552246,0.06660325825214386,1.5897389650344849
27,0.07063671946525574,1.6566158533096313,0.06624974310398102,1.5663148164749146
28,0.07050278037786484,1.6434279680252075,0.0657406747341156,1.5422824621200562
29,0.07006798684597015,1.618915319442749,0.06526514887809753,1.5186007022857666
30,0.06974495947360992,1.6027721166610718,0.06509251892566681,1.503951907157898
31,0.06957098841667175,1.5880907773971558,0.06496822834014893,1.494024395942688
32,0.06908395141363144,1.5682131052017212,0.06464526057243347,1.4827114343643188
33,0.0689210370182991,1.5621566772460938,0.06466726958751678,1.4794586896896362
34,0.06883157789707184,1.5497968196868896,0.06424518674612045,1.4579980373382568
35,0.06838405132293701,1.5331474542617798,0.06381070613861084,1.4401946067810059
36,0.06815702468156815,1.5220657587051392,0.06341005116701126,1.4231077432632446
37,0.06801079958677292,1.510595679283142,0.0632261112332344,1.4159867763519287
38,0.067940354347229,1.5043588876724243,0.06382231414318085,1.424100637435913
39,0.06763482838869095,1.4924014806747437,0.06325114518404007,1.4013371467590332
40,0.06746899336576462,1.4842338562011719,0.06286971271038055,1.3971021175384521
41,0.06718450784683228,1.4718114137649536,0.06308263540267944,1.4020607471466064
42,0.06697569787502289,1.4638184309005737,0.06230269744992256,1.3718280792236328
43,0.0668819472193718,1.4582024812698364,0.06210843846201897,1.3656625747680664
44,0.06672146171331406,1.45305335521698,0.062037937343120575,1.3642832040786743
45,0.06649711728096008,1.4421563148498535,0.062265150249004364,1.3605899810791016
46,0.06626001000404358,1.4358322620391846,0.06187160313129425,1.3492027521133423
47,0.06634540855884552,1.4335014820098877,0.06198558583855629,1.3545072078704834
48,0.06627992540597916,1.428892970085144,0.06144943833351135,1.3375227451324463
49,0.0658683106303215,1.4178262948989868,0.061411693692207336,1.3351258039474487
50,0.06572448462247849,1.4122034311294556,0.06133885309100151,1.330273985862732
51,0.0657995194196701,1.4126516580581665,0.06103165075182915,1.3211205005645752
52,0.06557677686214447,1.406221628189087,0.060960616916418076,1.3142122030258179
53,0.06544355303049088,1.4010595083236694,0.060719236731529236,1.3074595928192139
54,0.0654720664024353,1.3997305631637573,0.0609108991920948,1.312438726425171
55,0.06520470976829529,1.3923176527023315,0.06068854779005051,1.3052953481674194
56,0.06512441486120224,1.389220118522644,0.060472484678030014,1.299640417098999
57,0.06494604051113129,1.3821147680282593,0.06046447157859802,1.299428939819336
58,0.06497277319431305,1.38266122341156,0.06056617200374603,1.2982007265090942
59,0.06481564790010452,1.3775120973587036,0.06084530055522919,1.3081631660461426
60,0.06463547050952911,1.3721474409103394,0.0602722205221653,1.2870655059814453
61,0.0646454244852066,1.3719615936279297,0.059960026293992996,1.2838667631149292
62,0.0645880401134491,1.3696566820144653,0.06019371375441551,1.2884763479232788
63,0.0643659457564354,1.362160325050354,0.05976778641343117,1.2722059488296509
64,0.06441882997751236,1.364944577217102,0.05989457294344902,1.278748631477356
65,0.06428380310535431,1.3602664470672607,0.06008833274245262,1.279612421989441
66,0.06415891647338867,1.3555339574813843,0.05960662290453911,1.2674453258514404
67,0.06433133035898209,1.3575648069381714,0.06031704694032669,1.2878127098083496
68,0.06400348991155624,1.3511143922805786,0.060783062130212784,1.2985854148864746
