,loss,acc,val_loss,val_acc
0,1.9165676832199097,0.34815916419029236,1.80157470703125,0.35519295930862427
1,1.857472538948059,0.3455503284931183,1.8164010047912598,0.35519295930862427
2,1.8912780284881592,0.34813758730888367,1.8837153911590576,0.2355312556028366
3,1.8819352388381958,0.34962546825408936,1.704965353012085,0.4110802710056305
4,1.8385676145553589,0.35192248225212097,1.7047258615493774,0.4030155539512634
5,1.8877525329589844,0.3506162464618683,1.8017204999923706,0.35492467880249023
6,1.820378303527832,0.35675299167633057,1.8658651113510132,0.35519295930862427
7,1.8816490173339844,0.3616154193878174,1.8245712518692017,0.35519295930862427
8,1.830108642578125,0.36064380407333374,1.664364218711853,0.4213472604751587
9,1.740064263343811,0.3717331886291504,1.5713684558868408,0.435107558965683
10,1.6200047731399536,0.406532883644104,1.4194626808166504,0.4723181426525116
11,1.5400605201721191,0.43651020526885986,1.3602373600006104,0.5077293515205383
12,1.5101674795150757,0.4637311100959778,1.3058652877807617,0.5500686764717102
13,1.4677265882492065,0.48749443888664246,1.392685890197754,0.5017871856689453
14,1.3940184116363525,0.5153111815452576,1.2180700302124023,0.5905782580375671
15,1.358917236328125,0.5302506685256958,1.2358593940734863,0.582401692867279
16,1.361343502998352,0.5363010764122009,1.2682596445083618,0.5820158123970032
17,1.321025013923645,0.5510674118995667,1.2932170629501343,0.5739008784294128
18,1.2936042547225952,0.5580681562423706,1.1362229585647583,0.6166408061981201
19,1.2844620943069458,0.5601916909217834,1.2042275667190552,0.6005809903144836
20,1.2578086853027344,0.5689719915390015,1.175028920173645,0.6019629836082458
21,1.2526777982711792,0.5716413259506226,1.1301544904708862,0.6221967935562134
22,1.221433162689209,0.5832494497299194,1.3319511413574219,0.5730977058410645
23,1.2513453960418701,0.5822543501853943,1.1259913444519043,0.6268123984336853
24,1.2075544595718384,0.5926550030708313,1.0814894437789917,0.6372441053390503
25,1.1625983715057373,0.6005948185920715,1.0758861303329468,0.6412474513053894
26,1.144497275352478,0.6043271422386169,1.0724146366119385,0.6391226053237915
27,1.1242785453796387,0.61179119348526,1.0780153274536133,0.6393107175827026
28,1.1079635620117188,0.617271900177002,1.058397889137268,0.64371258020401
29,1.0855076313018799,0.623388946056366,1.0521892309188843,0.6475223898887634
30,1.0683633089065552,0.6285908222198486,1.1039419174194336,0.6312153339385986
31,1.0487635135650635,0.6358446478843689,1.0857722759246826,0.6298494338989258
